Name,Position,School,Report
Christian Gonzalez,CB,Oregon,"Gonzalez is a tall and fluid cornerback with excellent ball skills. He is physical in press coverage, but can easily flip his hips and stay in position down the field. He does a nice job finding and playing the ball when his back is to the quarterback. He has excellent hands to attack and take the ball away. In off coverage, he isn't super twitchy on his plant-and-drive; he's more of a smooth mover than a dynamic/explosive closer. He is a very willing and physical tackler against the run. Overall, Gonzalez gave up some plays early in the 2022 campaign, but he improved throughout the year and should be a quality Day 1 starting cornerback."
Will Levis,QB,Kentucky,"Levis is an inconsistent player on tape, but he possesses ideal size, arm strength and athleticism. He is a power thrower, capable of fitting the ball into tight windows at the second and third levels. However, he needs to get more consistent underneath. He has bad misses, especially when throwing to the left. He tends to close off his front side, which severely impacts his ball placement. I admire his toughness to stand firm in the pocket, but his lack of awareness leads to him taking some monster hits, spawning ball-security issues. He moved around much better in 2021, showing quickness and power as a runner. This past fall, due to his own injuries and a lesser supporting cast, he wasn't as effective. Overall, Levis is gifted, but has some bad habits he needs to clean up in order to be a reliable NFL starter."
Jordan Addison,WR,USC,"Addison has average height and a narrow frame for the position. He lines up outside and in the slot. He is a very smooth, polished route runner, routinely changing tempo and efficiently getting in/out of the break point. He has excellent play speed and can find another gear when the ball is in the air. He has natural hands and doesn't need to gather himself before catching the ball on crossers. He can high point the ball when working back to the QB, but has to get stronger on 50/50 balls. After the catch, he has excellent burst and wiggle. Overall, Addison should become a high-volume pass catcher very early in his pro career."
Lukas Van Ness,Edge,Iowa,"Van Ness is a powerful defensive lineman with the versatility to stand up on the edge or slide inside and play over the guard. He is excellent at collapsing the pocket with his bull rush, getting his hands inside and driving opponents back with ease. He flashes a chop move and a rip move, but needs to develop a more diverse repertoire. Against the run, he has very strong hands to stack blocks on the front side and his effort/speed combination helps him make plays from the back side. For some reason, he didn't start at Iowa. That doesn't make any sense. Overall, Van Ness has ideal traits, and his best football is ahead of him."
Darnell Wright,OT,Tennessee,"Wright is a massive right tackle prospect. He lacks ideal foot quickness in pass protection, but does a nice job of staying square and staying patient. Defenders get into his chest, but heâs able to absorb and stop their charge because he has so much mass and power. He is late with his punch, but once he latches on, the play is over. He more than held his own against Alabamaâs Will Anderson Jr. In the run game, he leans on his opponent and creates movement despite playing too high. He has success at the second level when he can stay on one track. He struggles to redirect in space, though. Overall, Wright isnât a special athlete, but his blend of size and power gives him a chance to be a stable starting right tackle at the next level."
Paris Johnson Jr.,OT,Ohio State,"Johnson has ideal size, length and quickness for the position. In the pass game, he possesses quick feet out of his stance, and when he lands his punch, he can steer and control. He isn't a natural knee-bender and plays too high at times. When that happens, he struggles versus power rushers and gets walked back to the quarterback. He also has been susceptible to inside counter moves, but has enough athleticism to quickly recover and redirect. He is very aware versus twists and stunts. In the run game, he has strong hands to latch on and runs his feet on contact to create movement. He flashes a nasty streak to finish to the ground. Overall, Johnson needs to play with better leverage in pass pro, but he has the ideal frame and temperament to eventually develop into a solid left tackle."
Broderick Jones,OT,Georgia,"Jones is a thick, muscular left tackle with ideal length and power. In pass pro, he operates out of a square stance. He is aggressive to close the space in his pass set, getting his hands on defenders early in the down. He gets beat upfield on occasion, but uses his length and quickness to recover. He has shown the ability to sink his weight, bend his knees and play with balance. In the run game, he takes excellent angles working up to the second level, and his foot speed jumps off the film when he's used as a puller. He does have trouble adjusting in space because he's too aggressive. He has the upper power to turn and torque defenders over his face at the point of attack. Overall, Jones got better every week. I feel like his best football is ahead of him."
Nolan Smith,Edge,Georgia,"Smith is an undersized edge rusher with elite change of direction and burst. As a pass rusher, he has a dynamic get-off from a two-point stance, and his ability to bend and close at the top of his rush is special. He is a very loose and twitched-up athlete. When he gets upfield, he can put his outside foot in the ground and explode back inside to defeat blocks. Against the run, he's at his best when he uses his quickness to slip blocks and penetrate. His lack of bulk shows up at times, as he'll get uprooted. He missed a big chunk of the 2022 season due to injury. Overall, Smith has a lot of similar traits to Haason Reddick, and I believe he'll be utilized in the same way at the next level."
Jaxon Smith-Njigba,WR,Ohio State,"Smith-Njigba primarily lined up in the slot for the Buckeyes, but he did get some work on the outside. He has a compact build with a strong lower body. Smith-Njigba was very productive playing alongside Garrett Wilson and Chris Olave for Ohio State in 2021, but he missed all but three games in 2022 due to injury. He doesnât have ideal top speed, but he gets to his full speed very quickly. He is very polished as a route runner, leaning on defenders and quickly getting in and out of breaks. He has strong hands and thrives in the middle of the field, as he can pluck the ball while absorbing contact. He has some power and wiggle after the catch, but lacks a second gear. Overall, Smith-Njigba reminds me of Amon-Ra St. Brown, and I believe heâll make a similar impact in the NFL."
Joey Porter Jr.,CB,Penn State,"Porter Jr. has elite size, length and speed for the position. He is at his best in press coverage, where he can use his rare arm length to re-route wideouts. He is fluid when he opens up, but it's more build-up speed than urgent/sudden quickness. In off coverage, he trusts his eyes and closes the distance with his long stride. He has a great feel for working around pass catchers to poke the ball away. He didn't record any interceptions this past fall, but according to PFF, he only gave up one play of 15-plus yards. He is a reliable wrap/drag tackler in space. He doesn't play with the same ferocity as his famous father, but he's plenty tough enough for the position he plays. Overall, Porter should be a Day 1 starter capable of matching up with the bigger wideouts around the league."
Michael Mayer,TE,Notre Dame,"Mayer is a physical tight end with strong hands and value in the run game. He lines up in-line, on the wing or flexed in the slot. He isnât a sudden mover, but he understands how to set up defenders and utilizes his big frame to box out down the field. Heâs excellent when making catches in congested areas. After the catch, he has the strength to drag tacklers for extra yards. He is a very dependable run blocker, as well. He latches on and runs his feet to create movement. Overall, Mayer doesnât have elite athleticism, but heâs a complete tight end who will be ready to contribute right away."
Zay Flowers,WR,Boston College,"Flowers is an undersized wideout with outstanding quickness, ball skills and production. He took the majority of his reps outside but heâs also very productive in the slot. He is extremely quick in his release and at the top of his routes. He doesnât waste any steps or movement. He does everything full speed. He has a very good feel working in zones. He has strong hands to extend for the ball or reach back and pluck it off his back hip. He tracks the deep ball with ease. He is outstanding on jet sweeps because of his quickness and make-you-miss ability. Overall, Flowersâ only flaw is his lack of size and bulk. He reminds me of T.Y. Hilton."
Myles Murphy,Edge,Clemson,"Murphy is a tall, high-cut edge rusher with long arms. At Clemson, he split his time between standing up on the edge and aligning in a four-point stance. He offers an explosive first step and likes to use his inside arm to initially jolt offensive tackles before separating and closing on the quarterback. He does stall out too often with his pure bull rush. He is stout at the point of attack in the run game, but needs to become a more consistent tackler. I love his motor and nonstop effort to chase plays from the back side. Overall, Murphy is ready to start right away and can provide value on all three downs."
Deonte Banks,CB,Maryland,"Banks has excellent height, bulk and length for the position. He is very physical in press coverage, routinely staggering and re-routing wide receivers. He has average change-of-direction skills when he has to flip and open up. He does a nice job of staying on top versus go balls and he can locate the ball in the air. In off coverage, he is a little high in his pedal and wastes steps in his plant-and-drive. To see his competitiveness, watch his blocked PAT against Ohio State that was returned for a two-point conversion. He doesn't take plays off. He is a physical and reliable tackler in space. Overall, Banks doesn't have ideal fluidity, but he's tough and possesses ball skills."
Darnell Washington,TE,Georgia,"A traditional in-line tight end, Washington is a massive physical specimen with outstanding play strength and toughness. He can power through press coverage with upper-body strength. He uses his long stride to build speed down the seam and provides an enormous target for his QB. He is a little clunky getting out of breaks, which limits his separation. However, it doesn't really matter because he can use his big body to shield off defenders. He has some ""wow"" contested catches where opponents just bounce off his frame. After the catch, he is shockingly fast and nimble (see: the hurdle vs. Oregon). He is a dominant run blocker, as he latches onto and displaces defensive ends with ease. Overall, Washington has tremendous value because he functions as a sixth offensive lineman in the run game and he's a moving billboard in the passing game."
Will McDonald IV,Edge,Iowa State,"McDonald is an undersized edge rusher with excellent bend and closing ability. He played defensive end in Iowa Stateâs three-man front, often aligning on the inside shoulder of the offensive tackle. This isnât ideal for someone with his size/skill set. When heâs loosened up on the edge, he is more natural and disruptive. He has an explosive first step and uses his hands to control the wrists of blockers before dipping and ripping around their outside shoulder. He is very fluid. He flashes some power, but his game is more speed-based. Against the run, he presses out blocks and plays bigger than his size. Overall, McDonald needs to add weight, but he has the tools to be a disruptive pass rusher at the next level."
Calijah Kancey,DT,Pittsburgh,"Kancey is a short, compact DT with rare twitch and explosion. He is at his best against the pass. He rockets out of his stance and wins early in the down with quick hands, leverage and a burst to close. He is very sudden to change direction and cross the face of blockers. However, if he doesnât win early, he struggles to free himself and gets stuck. In the run game, he relies on quickness to shoot gaps and disrupt. His lack of size (6-0, 280) shows up on occasion, with him getting washed right down the line. Overall, I wish he was bigger, but he's a very dynamic and disruptive presence along the interior."
Keion White,Edge,Georgia Tech,"White is a twitched-up edge rusher with a defensive tackle frame. Against the pass, he has an explosive first step and can really bend at the top of his rush. He can convert speed to power and refuses to stay blocked. He never stops working to free himself and he can stack one move after another. He is a freaky athlete in coverage. On tape, you can see him peel off and mirror running backs 30 yards down the field. He also showed off his effort and motor by running more than 80 yards to look for a block on a Georgia Tech fumble return vs. Florida State. Against the run, he is violent with his hands to shock and shed blocks. He has a huge burst to close from the back side."
Jahmyr Gibbs,RB,Alabama,"Gibbs has average size, but he offers outstanding burst and versatility. As a runner, he excels when he can get to the perimeter, either from the backfield or from the slot on jet sweeps. He explodes to the edge. Gibbs can set up blocks in space and rely on a nasty stiff-arm. On inside runs, he needs daylight. He lacks the lower-body power to push the pile. He has good vision and heâs decisive. He is a weapon in the passing game, as he can run wide receiver routes and he easily catches the ball. In pass pro, he attacks linebackers, closing down their runway and stopping their charge. He is very aware. Overall, Gibbs isnât quite as strong as Alvin Kamara, but the rest of his game is almost identical to that of the Saintsâ star running back."
Quentin Johnston,WR,TCU,"Johnston has exceptional size, speed and production. He uses a variety of releases to defeat press coverage and gains ground in a hurry with his long, powerful stride. The TCU offense featured him on a lot of crossing routes and deep balls over the top. He amassed a large collection of explosive plays. Drops are his biggest issue. He doesnât trust his hands, leading to way too many balls bouncing off his body and onto the turf. After the catch, he reminds me of Mike Williams with his long stride and power to break tackles. Overall, Johnston has ideal size and speed, but he needs to become a more reliable finisher with his hands."
Brian Branch,DB,Alabama,"Branch was a playmaking slot cornerback for the Tide. He is outstanding against the run, quick to key and fill for tackles. He can use his quickness to slip blocks and make plays on the other side of the line of scrimmage, as well. He is also an outstanding blitzer, showing timing and burst to generate pressure. He is fluid in coverage and consistently stays in phase with his man. There are times when he gets out-muscled at the catch point, but he's rarely out of position. He has taken some reps on the outside, but doesn't look as comfortable there. He's just better in the middle of the action. He is excellent on special teams, collecting tackles on kick coverage and possessing the ability to return punts if needed (see: his return TD vs. Louisiana-Monroe). Overall, Branch is an immediate starter at nickel and provides value on all four downs."
Felix Anudike-Uzomah,Edge,Kansas State,"Anudike-Uzomah has been a highly productive pass rusher for Kansas State. He has average size and speed for the position, but he's a skilled pass rusher. He had to play in a lot of tight alignments in K-State's three-down-linemen scheme. This forced him to play run-to-pass on early downs. He lacks the ideal size to battle inside against much bigger opponents and double teams, but he hangs in there and battles. When he got to play outside for the Wildcats, he displayed a variety of ways to generate pressure. He has a violent slap/rip move, a nifty spin and a quick hand-swipe maneuver. He is also effective as a looper. To see his full potential, watch the 2021 game against TCU, when he collected four sacks and harassed Max Duggan the entire game."
Joe Tippmann,IOL,Wisconsin,"Tippman is a tall, athletic center. He is quick out of his stance in pass protection, flashing the ability to sink and anchor versus power. There are times when he sets too high and will give ground before recovering. He is very aware and redirects easily. In the run game, his athleticism is on display when pulling and working up to the second level. He has the upper torque to turn and dump defenders lined up over his nose. Overall, Tippman is the rare tall center capable of playing with leverage and balance."
Emmanuel Forbes,CB,Mississippi State,"Forbes is a rail-thin cornerback with outstanding instincts and ball skills. He is at his best in off coverage, where he utilizes his unique route awareness to drive and make plays on the ball. He collected three pick-sixes this past fall. He doesn't have any wasted movement and is always under control. In man coverage, he can press and mirror underneath while possessing enough speed to carry vertical routes. He does an outstanding job of playing the pocket at the catch point and poking the ball away downfield. He needs to improve his tackling, though, as he has too many fly-by misses. Overall, Forbes' weight will be scrutinized, but his tape is outstanding."
BJ Ojulari,Edge,LSU,"Ojulari is a polished pass rusher with the athleticism to contribute in multiple ways. Against the pass, he has a quick first step and a combination of maneuvers. He wins with a quick-swipe technique, a dip-and-bend move or a nifty hesitation rush. He can really bend and wrap to the quarterback once he clears the offensive tackle. He doesn't possess a lot of power, so when he rushes through the numbers of the OT, he often stalls out. He needs to stay on the edges and work half a man. He is fluid in coverage when asked to drop. Against the run, he relies on quickness to swim and work around blocks. Overall, Ojulari has a similar skill set to that of Uchenna Nwosu."
O'Cyrus Torrence,IOL,Florida,"Torrence is a massive offensive guard with ideal instincts and play strength. In pass protection, he can bend his knees and play with balance. He has an immediate anchor and provides plenty of space for his QB to climb up into the pocket. He has strong hands to latch and control. He is very aware versus twists and stunts. In the run game, he can create movement with defenders over his nose and has surprising quickness to reach and cut off foes. He is quick to the second level, but he struggles to redirect and adjust in space. That should improve if he can drop 10-to-15 pounds. Teams that want to run downhill and create a firm interior in the pass game will really appreciate Torrence."
Bryan Bresee,DT,Clemson,"Bresee has ideal height and bulk for the position. He moved up and down the line of scrimmage in Clemson's scheme. Against the pass, he generates pressures on slants and is an effective looper in pass-rush games. He has some shock in his hands, but stalls out too often once he's engaged. He has some hip and ankle tightness. Against the run, he shows block awareness and utilizes his quick hands to keep blockers off his chest. He looked gassed at times this past season, which was likely the result of high snap counts while still recovering from injury. Overall, Bresee flashes on tape, but he needs to be more consistent."
Cody Mauch,OT,North Dakota State,"Mauch is an excellent athlete who plays with balance and awareness. In pass protection, he pops out of his stance, stays square and sinks his weight. The North Dakota State tape shows him effortlessly sliding and mirroring opponents. Defenders get to his chest on occasion and there is some concern about his lack of length. That might be a reason he kicks inside in the NFL, although he was able to anchor and settle against FCS competition. In the run game, he has a powerful inside arm to uproot defenders and he looks to finish them to the ground. He is excellent working up to the second level, redirecting and adjusting to moving targets. He smothers linebackers. Overall, I think Mauch might need some time to adjust to NFL competition, but he should settle in as a solid starter somewhere along the offensive line."
Luke Musgrave,TE,Oregon State,"Musgrave is a tall, muscular tight end with elite play speed. Unfortunately, he missed all but two games of the 2022 season due to injury. Heâs sudden in his release and is a weapon running down the seam. He pulls away from second-level defenders and can naturally high point the football. He is more of a home run hitter than an option-route player at this point in his development. He is consistent catching balls on his frame, but he struggles to reel in low passes when on the move. After the catch, he has the speed to pull away. He is a willing blocker and can effectively shield/wall off at the point of attack. Overall, Musgrave isnât polished and heâs missed time, but he has the potential to emerge as the top tight end in the class."
Jalin Hyatt,WR,Tennessee,"Hyatt is a thin-framed wide receiver with rare speed. At Tennessee over the past two years, he primarily lined up in the slot in Josh Heupel's spread attack, catching a ton of quick hitters and over-the-top balls. He is at his best when he can stay on the move without having to gear down and work back to the quarterback. He has easy speed, destroying cushions immediately, and he can find another gear with the ball in the air. He tracks the ball naturally over his shoulder and can make plays above the rim. After the catch, he isn't very shifty or elusive, but he can simply run away from tacklers. He enjoyed his best game this past season in Tennessee's thrilling win over Alabama, producing one big play after another in a five-touchdown bonanza. Overall, Hyatt is a home run hitter with reliable hands."
Mazi Smith,DT,Michigan,"Smith is a powerful defensive tackle with sneaky quickness. As a pass rusher, he is primarily a push-the-pocket player, but he flashes a quick swim move and a violent club maneuver to generate pressure. If he doesnât win right away, he is going to do his best to collapse the pocket. He is dominant against the run. He can sink his weight and hold up versus single blocks and double teams. He doesnât have a lot of lateral range, but his effort is solid. As more teams line up with fewer defenders in the box, players like Smith will be in demand."
Sam LaPorta,TE,Iowa,"LaPorta is a very athletic tight end who played in a very limited offense at Iowa. He lines up in-line, flexed in the slot and on the perimeter. He is a smooth, fluid route runner. He displays the route feel to set up defenders down the field. However, a large number of his targets came on quick outs and quick screens. Unfortunately, the ball placement didnât allow for many easy catches. He has a good number of drops, but the degree of difficulty was high on those plays. He has burst when given the opportunity to run after the catch. He is elusive to make defenders miss and he will flash a nice stiff-arm on occasion. He is an average run blocker, as he works to stay engaged, but falls off too often. Overall, LaPorta is a solid player who would have more buzz if he had played in a more dynamic college offense."
Trenton Simpson,LB,Clemson,"Simpson is a tall, twitched-up, off-ball linebacker. He is excellent in man coverage. He has the speed and agility to mirror tight ends all over the field. He isnât as reliable when dropping into zone coverage; he is late to react, but his speed helps cover it up most of the time. He is an excellent blitzer and closes in a hurry. Also, Simpson is effective when spying the quarterback. Once he decides to go, heâs a blur. Against the run, heâs at his best when he can see from outside the box. He will get lost in the trash inside the box on occasion. Overall, I wish Simpson was a little more instinctive inside, but his speed and athleticism should translate well to the next level."
Hendon Hooker,QB,Tennessee,"Hooker is an ultra productive QB with size, accuracy and athleticism. He operates in the Vols' unique spread attack, where they send their outside wideouts to the extreme edges of the field and force opponents to defend them in space. Hooker has outstanding field vision, makes quick decisions and delivers the ball in a position where his receivers can easily run after the catch. He doesnât have a powerful arm, but he can make all the necessary throws. He throws a beautiful deep ball. He has the athleticism to extend plays and heâs very effective on designed QB runs. Unfortunately, he suffered an ACL injury late in the season that could jeopardize his rookie campaign. Also, his age (25) is a concern for some teams. Overall, I see Hooker as a quality starting QB and wouldnât be shocked if he has the best career of any passer in this year's class."
Steve Avila,IOL,TCU,"Avila is a physically imposing guard prospect with quick feet and power. In pass protection, he is quick out of his stance, chops his feet and delivers a strong two-hand punch. He anchors easily and looks for work when he's uncovered. He is very aware and has a nasty streak. In the run game, he runs his feet on contact and drives opponents off the line of scrimmage. He does a good job staying attached to blocks. If he loses his hand placement, he is quick to replace and recover. He is sudden as a puller and can unload when he stays on a single track. He has some issues when he has to adjust and redirect his feet in space. Overall, I love the size and temperament Avila possesses. He's going to be a solid starting guard right away at the next level."
Kelee Ringo,CB,Georgia,"Ringo is a tall, thick cornerback prospect with outstanding straight-line speed. I love his blend of size, speed and competitiveness, but he has issues with tightness and doesn't always find the football. In press coverage, he carries his hands low, and if he allows a clean release, he is susceptible to inside cuts, especially slants. He has plenty of speed to carry vertical routes. He flashes big-time ball skills (see: his pick-six to sew up the 2021 national championship game), but in 2022, he had issues locating the ball in the air, resulting in multiple big plays and touchdowns allowed. He is very physical as a tackler against the run. Overall, Ringo is a work in progress. His success will depend on what he's asked to do at the next level. I wouldn't rule out a move to safety."
Keeanu Benton,DT,Wisconsin,"Benton possesses ideal size and quickness at defensive tackle. Against the pass, he uses his upper-body strength to uproot and displace blockers before flashing a closing burst. He needs to improve his pad level, though. There are too many instances when he pops right up, exposes his chest and gets walled off by blockers. When he plays low, he can generate knockback power. His effort is excellent. He is very stout against the run. He has quick hands to shoot and control blocks. Also, his speed and effort are apparent on the back side of plays. Overall, Benton has the tools to develop into a solid three-down player at the next level."
John Michael Schmitz,IOL,Minnesota,"Schmitz is a strong, tough and reliable center prospect out of Minnesota. In the pass game, he plays with knee bend, balance and awareness. He uses his inside hand as an under hook to latch and control blockers. He is rarely out of position or driven back. In the run game, he can latch, sink his weight and create movement. He is under control working up to the second level. He lacks elite quickness and change of direction in space, but heâs functional. Sources at the school rave about his leadership. Overall, Schmitz should be a quality starting center as soon as he enters the league."
Jack Campbell,LB,Iowa,"Campbell is an off-the-ball linebacker with excellent size, instincts and range. He is quick to key and diagnose against the run. Heâs a firm/reliable tackler in the box. He is excellent at sniffing out screens and has the size/speed to carry tight ends down the seam. He does have some issues redirecting in space both in coverage and run support. A two-time team captain, he is regarded as an outstanding leader. Overall, Campbell might not be a wow player, but heâs steady and dependable."
Zach Charbonnet,RB,UCLA,"Charbonnet is a tall, physical running back. On inside runs, he is aggressive and decisive to attack the line of scrimmage. He runs a little high, but he can get skinny through the line of scrimmage, as well as drop a level and explode through tackles. He has excellent vision and instincts. He has enough speed to capture the edge, but doesnât spend much time moving east or west, preferring to get downhill as soon as possible. In the passing game, he had a couple concentration drops with the Bruins, but I donât worry about his hands. He is excellent after the catch and can make the free defender miss in space. In pass protection, he is aware, stays on balance and anchors down. Overall, I loved Charbonnetâs 2021 tape -- and he was even better in 2022. Heâs a Day 1 starter."
